speaker_id	sentence	filename	label	gender	tts	prob_real	pred	prob_fake
7	فَإِنْ لَمْ يَكُنْ إظْهَارُ النَّكِيرِ مِمَّا يَتَعَلَّقُ بِإِعْزَازِ دِينِ اللَّهِ	AFAD_F_01632	fake	female	eleven_multilingual_v2	-2.9200263023376465	0	0.0013189938617870212
14	وَالْخَامِسُ مُعَانَاةُ الْمَظَالِمِ وَالْأَحْكَامِ بِالتَّسْوِيَةِ بَيْنَ أَهْلِهَا وَاعْتِمَادِ النَّصَفَةِ فِي فَصْلِهَا	AFAD_R_03216	real	male	none	5.610198497772217	1	0.9999673366546631
9	أُصيبت كايت بالبرد.	AFAD_R_02079	real	male	none	4.833279609680176	1	0.9998971223831177
24	فمال الذين كفروا قبلك مهطعين	AFAD_F_05645	fake	male	speech-2.5-hd-preview	-3.3388521671295166	0	0.0005354098975658417
27	يُمكن اعتبار الذرة واحدة من وحدات البناء الأساسية لكل المواد	AFAD_F_07794	fake	female	speech-2.5-hd-preview	-3.9440994262695312	0	0.00021975298295728862
6	مناد كان على بعد حوالي نصف ساعة من بيته.	AFAD_F_01366	fake	male	eleven_multilingual_v2	-3.8676750659942627	0	0.0002253376878798008
7	هو يَحسَبُ نفسَه بطلاً.	AFAD_F_01694	fake	female	eleven_multilingual_v2	-3.516077995300293	0	0.000995658221654594
1	ليسوا هنا حتى الآن.	AFAD_F_00155	fake	female	eleven_multilingual_v2	-1.4096556901931763	0	0.07907338440418243
27	يقول الباحثون الرئيسيون أن هذا قد يؤدي إلى الكشف المبكر للسرطان والسل وفيروس العوز المناعي البشري والملاريا في البلدان ذوات الدخل المنخفض والتي تكون فيها معدلات النجاة من الأمراض مثل سرطان الصدر نصف معدلات البلدان الأغنى	AFAD_R_07846	real	female	none	6.666297912597656	1	0.9999966621398926
7	ذهب إبني إلى لندن، أين ولدت.	AFAD_R_01508	real	female	none	4.3376851081848145	1	0.9997389912605286
18	سواءٌ عندي انضمامه من عدمه.	AFAD_R_04142	real	female	none	5.1525373458862305	1	0.9999409914016724
22	إِنَّ اللهَ تَعَالَى طَيِّبٌ لاَ يَقْبَلُ إِلاَّ طَيِّبًا،	AFAD_F_05117	fake	female	speech-2.5-hd-preview	-3.745264768600464	0	0.00020974644576199353
14	بدأ سامي يجهش بالبكاء.	AFAD_R_03243	real	male	none	5.163337230682373	1	0.9999463558197021
12	فَمَا كَانَ دَعْوَاهُمْ إِذْ جَاءَهُمْ بَأْسُنَا إِلَّا أَنْ قَالُوا إِنَّا كُنَّا ظَالِمِينَ	AFAD_R_02523	real	male	none	4.872745990753174	1	0.9998835325241089
8	فَأَمَّا إِنْ كَانَ مِنَ الْمُقَرَّبِينَ	AFAD_F_01999	fake	male	eleven_multilingual_v2	-0.35306602716445923	0	0.25049760937690735
14	أنا لست جائعا الآن.	AFAD_F_03100	fake	male	gpt-4o-mini-tts	-2.782168388366699	0	0.003849632106721401
19	لا يوجد شك بخصوص إخلاصه.	AFAD_R_04325	real	female	none	3.6231489181518555	1	0.9993124008178711
6	ذاك مبلل.	AFAD_F_01276	fake	male	eleven_multilingual_v2	-5.341089725494385	0	3.925489363609813e-05
25	وَمَاضِيهَا سِجِلٌّ لِأَمْجَادِهِمْ وَذِكْرَى زَوَالِ دَوْلَتِهِمْ	AFAD_F_06710	fake	male	reseamble-AI	-3.2136521339416504	0	0.0009306135470978916
7	البشر لا يستطيعون العيش علي المريخ.	AFAD_F_01571	fake	female	eleven_multilingual_v2	-4.293819427490234	0	8.399363287026063e-05
25	لِتَخْفِيضِ الْكُولِسْتِرُولِ فِي الدَّمِ	AFAD_R_06747	real	male	none	2.30480694770813	1	0.9845904111862183
23	هو العازف و هي اللحن.	AFAD_F_05394	fake	male	speech-2.5-hd-preview	-4.392580032348633	0	6.1738261138089e-05
7	وَأَنْشَدْت لِأَبِي بَكْرِ بْنِ دُرَيْدٍ النَّاسُ مِثْلُ زَمَانِهِمْ قَدُّ الْحِذَاءِ عَلَى مِثَالِهْ	AFAD_R_01538	real	female	none	3.386850595474243	1	0.9975554347038269
2	انتظر حتى يسخن الحساء.	AFAD_R_00283	real	female	none	6.803959369659424	1	0.9999967813491821
27	وعموماً تعتبر دولة سنغافورة مكاناً آمناً جداً ويسهل التنقّل فيه للغاية وحيث يمكنك شراء أي شيءٍ تقريباً بعد الوصول	AFAD_R_07687	real	female	none	4.529848098754883	1	0.999846339225769
18	الفتاة التي ترتدي فستانا أبيضا هي أختي.	AFAD_R_04229	real	female	none	6.0852952003479	1	0.9999909400939941
25	وَذَلِكَ بِالتَّزَامُنِ مَعْ رُومَا وَأَمْسْتِرْدَام وَسَرَايِيفُو	AFAD_F_06669	fake	male	reseamble-AI	-3.0948801040649414	0	0.001436505001038313
15	هل تتحدث الإسبرانتو؟	AFAD_F_03349	fake	female	gpt-4o-mini-tts	-3.4147539138793945	0	0.0010415149154141545
17	يا تارو روح وفرش أسنانك.	AFAD_F_03914	fake	male	speech-2.5-hd-preview	-2.2770743370056152	0	0.005352970212697983
17	يوم يغشاهم العذاب من فوقهم ومن تحت أرجلهم ويقول ذوقوا ما كنتم تعملون	AFAD_R_03788	real	male	none	4.492522716522217	1	0.9997274279594421
5	أنا بالفعل متأخر.	AFAD_R_01096	real	male	none	4.2108659744262695	1	0.9996200799942017
5	أنتَ تحتاج أن تنظر إلى الأُمور من زاوية مختلفة, إنها ليست كارثية كما تظن.	AFAD_F_01016	fake	male	eleven_multilingual_v2	-4.430952072143555	0	7.011098205111921e-05
21	فَدَعَا رَبَّهُ أَنِّي مَغْلُوبٌ فَانْتَصِرْ	AFAD_R_04767	real	female	none	5.827903747558594	1	0.9999803304672241
25	وَذَلِكَ بِزِيَارَةِ جُمْهُورٍ خَاصٍّ جِدًّا سَنَوِيًّا	AFAD_R_05825	real	male	none	6.472838401794434	1	0.9999921321868896
11	"بَيْدَ أن مشروع تتويبا ليس "" جنّة كلمات "". توقفوا رجاءً عن إضافة الكلمات."	AFAD_F_02441	fake	female	gpt-4o-mini-tts	-5.0900959968566895	0	3.3811593311838806e-05
22	كان الكون حينها مزيجا ساخنا من الجزيئات	AFAD_F_05057	fake	female	speech-2.5-hd-preview	-2.9340906143188477	0	0.0011401925003156066
6	"هذا هو سبب تأخري ""فهمت"""	AFAD_R_01294	real	male	none	4.210619926452637	1	0.9996137022972107
25	يَتَمَثَّلُ الْإِبْدَاعُ الْفَنِّيُّ وَالْحَضَارِيُّ الَّذِي يَكْشِفُ عَنْهُ الْمَعْرِضُ فِي تُحَفٍ كَثِيرَةٍ مُتَنَوِّعَةٍ شَمِلَتْ عَشَرَاتِ الْأَزْيَاءِ الَّتِي نُسِجَتْ بِأَنَامِلَ ذَهَبِيَّةٍ	AFAD_F_05856	fake	male	reseamble-AI	-3.2299108505249023	0	0.0012424037558957934
27	مقبرة توت عنخ آمون kv62. ربما تكون أشهر مقابر وادي الملوك، مشهد اكتشاف هوارد كارتر سنة 1922 للمقبرة الملكية للملك في حالة شبه كاملة	AFAD_R_07241	real	female	none	3.7022056579589844	1	0.9991959929466248
15	الحياة جميلة	AFAD_R_03397	real	female	none	6.4506306648254395	1	0.9999967813491821
21	هذا الشاي جيد.	AFAD_R_04776	real	female	none	5.479115962982178	1	0.9999732971191406
13	وإني مرسلة إليهم بهدية فناظرة بم يرجع المرسلون	AFAD_R_02858	real	male	none	6.679358959197998	1	0.9999969005584717
27	على الأرجح، ستتبدّد العاصفة، التي تقع حوالي 645 ميلاً 1040 كم غرب جزر الرأس الأخضر، قبل أن تهدّد أي مناطق على اليابسة، حسب قول خبراء التنبؤ المناخي	AFAD_R_07937	real	female	none	3.126843214035034	1	0.9968340992927551
8	تبدو هتُمي سعيدة جداً.	AFAD_F_01820	fake	male	eleven_multilingual_v2	-2.6158602237701416	0	0.004405978135764599
25	وَكَانَتْ وِزَارَةُ الصِّحَّةِ قَدْ أَعْلَنَتْ نِيَتَهَا تَطْبِيقَ نِظَامٍ لِلرَّصْدِ الْوَبَائِيِّ وَمُرَاقَبَةِ الْقَادِمِينَ لِأَدَاءِ مَنَاسِكِ الْعُمْرَةِ وَالْحَجِّ عَبْرَ الْمَنَافِذِ الْحُدُودِيَّةِ	AFAD_F_06295	fake	male	reseamble-AI	-4.853835582733154	0	3.6083078157389536e-05
13	واتبع ما يوحى إليك واصبر حتى يحكم الله وهو خير الحاكمين	AFAD_F_02825	fake	male	gpt-4o-mini-tts	-4.726878643035889	0	5.1797622290905565e-05
17	سَيَهْدِيهِمْ وَيُصْلِحُ بَالَهُمْ	AFAD_R_03982	real	male	none	4.89567756652832	1	0.9998970031738281
27	القدس عاصمة إسرائيل وأكبر مدنها رغم أن معظم الدول الأخرى والأمم المتحدة لا تعترف بها عاصمة لها	AFAD_F_07815	fake	female	speech-2.5-hd-preview	-3.592940330505371	0	0.00041246908949688077
25	وَيَجِبُ تَجَنُّبُ إِضَافَةِ الشُّوكُولَاتَةِ إِلَى التَّمْرِ حَيْثُ يَزِيدُ ذَلِكَ مِنْ سُعْرَاتِهِ الْحَرَارِيَّةِ	AFAD_R_06430	real	male	none	6.592545509338379	1	0.9999948740005493
22	فَفَهَّمْنَاهَا سُلَيْمَانَ وَكُلًّا آتَيْنَا حُكْمًا وَعِلْمًا وَسَخَّرْنَا مَعَ دَاوُودَ الْجِبَالَ يُسَبِّحْنَ وَالطَّيْرَ وَكُنَّا فَاعِلِينَ	AFAD_R_05097	real	female	none	3.8114655017852783	1	0.999450147151947
21	يُصْهَرُ بِهِ مَا فِي بُطُونِهِمْ وَالْجُلُودُ	AFAD_F_04860	fake	female	speech-2.5-hd-preview	-1.6977930068969727	0	0.023803329095244408
25	بَيْنَمَا يُعْتَبَرُ الْبِكْتِينُ الْمُسْتَخْلَصُ مِنْ قِشْرِ الْمَوْزِ أَرْخَصَ كَثِيرًا نَظَرًا لِأَنَّهُ يُسْتَخْلَصُ مِنَ الْقِشْرِ الَّذِي يُتَمُّ التَّخَلُّصُ مِنْهُ عَلَى شَكْلِ نُفَايَاتٍ أَوْ غِذَاءٍ لِلْمَاشِيَةِ	AFAD_F_06182	fake	male	reseamble-AI	-4.694182872772217	0	6.486392521765083e-05
16	أوقع في الخطإ	AFAD_F_03583	fake	female	gpt-4o-mini-tts	-2.981330156326294	0	0.003766376292333007
25	أَلطِّفْلُ الصَّغِيرُ الَّذِي كَانَ يُحِبُّ الإِسْتِمَاعَ لِحِكَايَاتِ وَأَسَاطِيرِ أُمِّهِ	AFAD_F_06542	fake	male	reseamble-AI	-2.970571517944336	0	0.0021873386576771736
27	يمكن أن تؤدي الأيام الطويلة جدًا في الصيف إلى مشاكل في الحصول على قسط كافٍ من النوم والمشكلات الصحية المرتبطة	AFAD_F_07331	fake	female	eleven_multilingual_v2	-4.728147506713867	0	3.521351391100325e-05
27	كما تبنى غير المؤمنين في البلدان المسيحية وغير المسيحيين في مختلف أنحاء العالم العديد من التقاليد المحيطة بالأعياد	AFAD_R_07654	real	female	none	4.409478187561035	1	0.9997114539146423
21	تدعو من أدبر وتولى	AFAD_F_04876	fake	female	speech-2.5-hd-preview	-3.8073618412017822	0	0.000282936030998826
5	وَالسَّادِسُ الْفَرَاغُ الَّذِي يَكُونُ مَعَهُ التَّوَفُّرُ وَيَحْصُلُ بِهِ الِاسْتِكْثَارُ	AFAD_R_01123	real	male	none	5.772687911987305	1	0.9999874830245972
24	سَيَذَّكَّرُ مَن يَخْشَىٰ	AFAD_R_05729	real	male	none	4.149197101593018	1	0.999631404876709
25	قَالَ بَاحِثُونَ إِنَّ رِيَاحًا أَقْوَى مِنَ المُعْتَادْ خَفَّفَتْ مِنْ حَرَارَةِ سَطْحِ المُحِيطِ الهَادِي هِيَ سَبَبُ التَّبَاطُؤِ المُؤَقَّتْ فِي ارْتِفَاعِ دَرَجَةِ حَرَارَةِ الأَرْضِ مُنْذُ بِدَايَةِ القَرْنِ الحَادِي وَالعِشْرِينَ	AFAD_F_05792	fake	male	reseamble-AI	-3.8368144035339355	0	0.0002677213924471289
27	صرح لودين أن المسؤولين قد قرروا إلغاء جولة الإعادة لتجنيب الأفغان النفقات والمخاطر الأمنية التي تترتب على انتخابات أخرى	AFAD_R_07874	real	female	none	1.5199050903320312	1	0.9501679539680481
24	حققت حلم الأمة	AFAD_F_05700	fake	male	speech-2.5-hd-preview	-0.933213472366333	0	0.1009039655327797
14	أحبها.	AFAD_R_03050	real	male	none	5.023408889770508	1	0.9999475479125977
20	وَيَرُدُّهُ إلَى قِيمَتِهِ	AFAD_F_04566	fake	female	speech-2.5-hd-preview	-2.442239761352539	0	0.00561398034915328
17	هل يوجد أي شيء أخر تريد أن تُخبرني به؟	AFAD_F_03864	fake	male	speech-2.5-hd-preview	0.03330600634217262	0	0.3349322974681854
25	إِذِ انْخَفَضَ سِعْرُ خَامَاتِ أُبِكَ إِلَى ثَمَانِيَةٍ وَثَمَانِينَ فَاصِلَةَ إِثنَيْنِ وَثَلاثِينَ دُولَارًا لِلْبِرْمِيلِ	AFAD_F_06206	fake	male	reseamble-AI	-3.5717694759368896	0	0.0003954413114115596
25	إِلَّا أَنَّ الثَّوْرَاتِ الْمُضَادَّةِ فِي دُوَلِ الرَّبِيعِ الْعَرَبِيِّ	AFAD_F_05916	fake	male	reseamble-AI	-2.2227561473846436	0	0.010643047280609608
13	إنهُ مزعج.	AFAD_R_02807	real	male	none	3.3711001873016357	1	0.9987906813621521
5	يبدو عليك الملل.	AFAD_R_01212	real	male	none	3.882566452026367	1	0.9995085000991821
13	وإذا مرضت فهو يشفين	AFAD_F_02939	fake	male	gpt-4o-mini-tts	-4.415495872497559	0	0.00017319682228844613
12	وَإِذَا قَرَأْتَ الْقُرْآنَ جَعَلْنَا بَيْنَكَ وَبَيْنَ الَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ حِجَابًا مَسْتُورًا	AFAD_R_02747	real	male	none	5.615052700042725	1	0.9999696016311646
27	انضم إليهم عام 1945 وبقي حتى عام 1958	AFAD_R_06967	real	female	none	2.97179913520813	1	0.9969136714935303
25	وَكَانَ بِحَوْزَةِ الْيَابَانِيِّ تُوشِينَارِي تَاكَاوُكَا فِي دَوْرَةِ هِيرُوشِيمَا أَلْفٍ وَتِسْعِ مِئَةٍ وَأَرْبَعَةٍ وَتِسْعُونَ	AFAD_R_06183	real	male	none	6.004660606384277	1	0.9999860525131226
19	وَأَنَّهُ خَلَقَ الزَّوْجَيْنِ الذَّكَرَ وَالْأُنْثَى	AFAD_R_04278	real	female	none	3.6508424282073975	1	0.9992780089378357
14	تتويبا هو قاموس لغات.	AFAD_F_03235	fake	male	gpt-4o-mini-tts	-3.0960381031036377	0	0.0023321984335780144
5	لِأَنَّهَا إذَا مَنَحَتْ كَدَّتْ وَأَتْعَبَتْ	AFAD_R_01076	real	male	none	2.7648942470550537	1	0.9968158602714539
8	إن لم يكن معطلا، فلا داعي لأن تصلحه.	AFAD_F_01960	fake	male	eleven_multilingual_v2	-3.2472739219665527	0	0.0010414172429591417
21	لدى توم صديق يعيش في بوسطن.	AFAD_R_04899	real	female	none	6.654411792755127	1	0.9999958276748657
17	الْبِرُّ فَصْلٌ	AFAD_R_03870	real	male	none	6.47388219833374	1	0.9999958276748657
8	الكوب مليء بالحليب.	AFAD_R_01997	real	male	none	3.5114402770996094	1	0.9988283514976501
9	هذا ليس أمرا مهمّا.	AFAD_R_02114	real	male	none	5.417300224304199	1	0.9999668598175049
6	فَبَقِيت مُرْتَبِكًا	AFAD_R_01323	real	male	none	4.869122505187988	1	0.9998948574066162
19	هناك وقت لكل شيء.	AFAD_F_04381	fake	female	speech-2.5-hd-preview	-0.44864967465400696	0	0.3060314953327179
11	فَكَيْفَ يَكُونُ عِلْمُ حَافِظِ الْمَذْهَبِ مَسْتُورًا وَهُوَ سَرِيعٌ عَلَيْهِ الْجَوَابُ	AFAD_F_02364	fake	female	gpt-4o-mini-tts	-5.418283939361572	0	1.3998464055475779e-05
4	في كتاب مكنون	AFAD_R_00828	real	male	none	3.908663749694824	1	0.9993450045585632
13	اصمت!	AFAD_F_02787	fake	male	gpt-4o-mini-tts	-3.7526187896728516	0	0.001036774949170649
17	رَحِمَ اللَّهُ امْرَأً أَعَانَ وَلَدَهُ عَلَى بِرِّهِ	AFAD_R_03968	real	male	none	3.76956844329834	1	0.9991909861564636
2	مشيتُ هنا وهناك في الشارع.	AFAD_R_00349	real	female	none	6.18153715133667	1	0.9999916553497314
13	هَلْ ثُوِّبَ الْكُفَّارُ مَا كَانُوا يَفْعَلُونَ	AFAD_R_02751	real	male	none	5.963805198669434	1	0.9999873638153076
9	لا تنس الاتّصال بنا.	AFAD_F_02238	fake	male	gpt-4o-mini-tts	-2.1619904041290283	0	0.012529466301202774
5	ماذا يعني ذلك ؟	AFAD_R_01126	real	male	none	4.6549458503723145	1	0.9998646974563599
27	صرح لودين أن المسؤولين قد قرروا إلغاء جولة الإعادة لتجنيب الأفغان النفقات والمخاطر الأمنية التي تترتب على انتخابات أخرى	AFAD_F_07874	fake	female	speech-2.5-hd-preview	-4.110028266906738	0	0.00011746735981432721
24	لم يكن توم جائعا حقا.	AFAD_F_05740	fake	male	speech-2.5-hd-preview	-3.8960113525390625	0	0.00020998796389903873
27	بيد أن تشارلز حضر الجامعة في كلية ترينتي في كامبردج حيث درس الأنتروبولوجيا و علم الآثار والتاريخ لاحقاً. حيث حصل على 2:2 المرتبة الدنيا الثانية	AFAD_R_07402	real	female	none	3.953989267349243	1	0.9993000030517578
1	يمكنك تغييره	AFAD_F_00131	fake	female	eleven_multilingual_v2	-3.6029138565063477	0	0.0013203694252297282
24	الْيَوْمَ نَخْتِمُ عَلَى أَفْوَاهِهِمْ وَتُكَلِّمُنَا أَيْدِيهِمْ وَتَشْهَدُ أَرْجُلُهُمْ بِمَا كَانُوا يَكْسِبُونَ	AFAD_F_05676	fake	male	speech-2.5-hd-preview	-2.439657688140869	0	0.0028052320703864098
15	يا بني السودان هذا رمزكم يحمل العبء ويحمي أرضكم.	AFAD_R_03484	real	female	none	7.013654708862305	1	0.9999984502792358
24	قل من يكلؤكم بالليل والنهار من الرحمن بل هم عن ذكر ربهم معرضون	AFAD_F_05733	fake	male	speech-2.5-hd-preview	-2.429800271987915	0	0.002839603926986456
21	أنا جائع للغاية الآن.	AFAD_F_04932	fake	female	speech-2.5-hd-preview	-3.80999493598938	0	0.00027510596555657685
23	ساهم سامي بالمال في ذلك المنزل.	AFAD_F_05393	fake	male	speech-2.5-hd-preview	-2.3690619468688965	0	0.0042321342043578625
3	لكن من أين نحصل على تلك الجمل ؟ وكيف نترجمها ؟	AFAD_F_00563	fake	female	eleven_multilingual_v2	-2.7832279205322266	0	0.0016323212767019868
21	أنا غير متفاجئة.	AFAD_R_04887	real	female	none	5.876005172729492	1	0.9999809265136719
14	أنا لم أذُقِ الطعامَ منذُ أيامٍ.	AFAD_F_03223	fake	male	gpt-4o-mini-tts	-2.4859180450439453	0	0.005340985953807831
9	لَعَنَهُ اللَّهُ	AFAD_R_02074	real	male	none	5.292652606964111	1	0.9999678134918213
7	ورفعنا لك ذكرك	AFAD_R_01558	real	female	none	3.1111366748809814	1	0.9971786737442017
21	وَإِذَا كَانَ ذَلِكَ فَهُوَ كَالصُّورَةِ الْمُمَثَّلَةِ يَرُوقُك حُسْنُهَا	AFAD_F_04981	fake	female	speech-2.5-hd-preview	-3.44575572013855	0	0.0006820954731665552
5	لدى هذا الشاب شعر أزرق.	AFAD_R_01219	real	male	none	5.453418731689453	1	0.999970555305481
25	وَلَعِبَتِ الخِبْرَةُ دَوْرَهَا فِي تَتْوِيجِ عَاشُورَ الخَامِسِ عَالَمِيًّا	AFAD_R_05842	real	male	none	5.431390762329102	1	0.9999469518661499
16	كأنهم حمر مستنفرة	AFAD_F_03676	fake	female	gpt-4o-mini-tts	-2.1076979637145996	0	0.012536417692899704
15	تمنى توم لو أنه لم يرى.	AFAD_F_03303	fake	female	gpt-4o-mini-tts	-4.33848237991333	0	0.00015865360910538584
11	كرّسَ الطبيبَ الشابَ نفسهُ لمساعدةِ الفقراءِ والمرضى.	AFAD_F_02308	fake	female	gpt-4o-mini-tts	-5.326358318328857	0	1.8354932763031684e-05
26	جعلت أخي يصلح دراجتي.	AFAD_R_06793	real	male	none	5.793741226196289	1	0.9999771118164062
24	إنّهُ حزنٌ يضنيني، وأنتما تقولان أنه يضنيكما	AFAD_F_05531	fake	male	speech-2.5-hd-preview	-2.250200033187866	0	0.004583891946822405
3	توم مستعد لمساعدتك.	AFAD_F_00741	fake	female	eleven_multilingual_v2	-3.2427940368652344	0	0.0019773326348513365
18	ما الذي يجعلك متيقّنًا بأنّ توم هو الذي سرق درّاجتك؟	AFAD_F_04133	fake	female	speech-2.5-hd-preview	-4.324265956878662	0	5.882135883439332e-05
13	الحياة الريفية هي الأكثر هدوءًً مقارنةً بحياة المدينة.	AFAD_F_02920	fake	male	gpt-4o-mini-tts	-4.01485013961792	0	0.00034870265517383814
27	لاحظ المؤرخ اليوناني سترابو لاحقاً الاسم وهذا ما نعرفه اليوم تم تدمير المعبد في نفس الليلة التي ولد فيها الإسكندر الأكبر	AFAD_F_07395	fake	female	gpt-4o-mini-tts	-5.398289203643799	0	1.650215926929377e-05
11	أنا مدينٌ بنجاحي لهم لمساعدتهم لي.	AFAD_F_02309	fake	female	gpt-4o-mini-tts	-3.6748318672180176	0	0.0009057791903614998
27	"كما ستقام أحداث تزلج أخرى في منطقة تايزيتشنغ للتزلج في زانغجياكو""، على بعد ما يقارب 220 كيلومتراً 140 ميلا من بكين"	AFAD_R_07868	real	female	none	3.0746617317199707	1	0.9968390464782715
12	ماذا ؟ لا أستطيع سماعكم أيها الرفاق.	AFAD_R_02692	real	male	none	6.1573805809021	1	0.9999873638153076
6	لم يكن كين يركض.	AFAD_F_01446	fake	male	eleven_multilingual_v2	-2.474773645401001	0	0.011374603025615215
18	وَمَنْ يَأْتِهِ مُؤْمِنًا قَدْ عَمِلَ الصَّالِحَاتِ فَأُولَئِكَ لَهُمُ الدَّرَجَاتُ الْعُلَى	AFAD_F_04147	fake	female	speech-2.5-hd-preview	-3.6438074111938477	0	0.0003705643757712096
27	يتحرك الدم بعيداً عن القلب في أنابيب تسمى الشرايين ويعود إلى القلب في أنابيب تسمى الأوردة أصغر الأنابيب تسمى الشعيرات الدموية	AFAD_F_07678	fake	female	gpt-4o-mini-tts	-5.562039852142334	0	1.0424184438306838e-05
25	وَيُعْتَبَرُ مِهْرَجَانُ قَرْطَاجَ السِّينَمَائِيُّ مِنْ أَعْرَقِ مِهْرَجَانَاتِ أَفْرِيقِيَا	AFAD_F_05848	fake	male	reseamble-AI	-3.4004111289978027	0	0.0009299532393924892
5	وقيل ادعوا شركاءكم فدعوهم فلم يستجيبوا لهم ورأوا العذاب لو أنهم كانوا يهتدون	AFAD_R_01133	real	male	none	4.475647926330566	1	0.999784529209137
25	حَذَّرَتِ الأُمَمُ المُتَّحِدَةُ مِنْ أَنَّ العَالَمَ سَيُوَاجِهُ خِلَالَ العُقُودِ المُقْبِلَةِ تَفَاقُمَ أَزْمَةٍ مُزْدَوِجَةٍ فِي المِيَاه وَالكَهْرَبَاء	AFAD_F_05773	fake	male	reseamble-AI	-4.427697658538818	0	9.449126082472503e-05
15	أنا أفضل المياه المعدنية.	AFAD_R_03409	real	female	none	4.736295223236084	1	0.9998908042907715
25	وَذَلِكَ بِفَضْلِ التَّطْبِيقَاتِ الْإِلِكْتْرُونِيَّةِ الْمُتَوَفِّرَةِ عَلَى الْهَوَاتِفِ الذَّكِيَّةِ وَالْأَجْهِزَةِ اللَّوْحِيَّةِ	AFAD_R_06151	real	male	none	5.454051494598389	1	0.9999538660049438
18	وَرَادِعٍ مَلِيٍّ	AFAD_R_04196	real	female	none	3.6084325313568115	1	0.9988462924957275
25	وَذَلِكَ بِحُضُورِ رَئِيسِ الهَيْئَةِ	AFAD_R_05765	real	male	none	5.140995502471924	1	0.9998915195465088
